MonthPE,DayPE,Daily_Temp,Daily_Precipitation,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
12,6,29.907692307692304,47.3,61.45384615384615,1008.1846153846157,249.07692307692307,3.476923076923077,55.07692307692308,212.69230769230768,242.46153846153845
10,12,25.861538461538466,53.53846153846154,84.25384615384615,1008.1769230769228,262.46153846153845,1.6615384615384616,1.5384615384615383,119.84615384615384,120.15384615384616
3,3,28.99166666666666,36.833333333333336,73.99166666666666,1006.1416666666668,231.58333333333331,3.341666666666667,345.9166666666667,254.33333333333331,500.9166666666667
1,1,27.825000000000003,25.75,52.82500000000001,1006.3416666666668,133.25,1.75,138.41666666666666,281.0,379.6666666666667
4,25,27.746153846153845,55.35384615384616,81.74615384615385,1007.553846153846,213.69230769230768,3.146153846153846,28.307692307692307,120.07692307692308,137.6153846153846
1,23,29.666666666666668,43.65833333333333,72.24166666666666,1006.1916666666664,217.91666666666663,2.3833333333333333,90.16666666666669,313.6666666666667,378.25
6,17,26.707692307692312,50.46923076923076,82.30769230769229,1009.7076923076922,236.46153846153845,3.161538461538462,268.6923076923077,225.07692307692307,444.2307692307692
1,4,29.541666666666668,36.49999999999999,62.25,1006.6166666666668,283.6666666666667,1.0916666666666668,228.83333333333331,257.0833333333333,421.25
8,8,26.884615384615383,53.62307692307692,75.04615384615384,1013.546153846154,238.0,5.238461538461538,24.46153846153846,277.84615384615387,292.9230769230769
12,3,28.9,44.76153846153846,71.1846153846154,1004.3153846153848,228.23076923076923,1.1923076923076923,222.92307692307693,234.23076923076923,396.46153846153845
10,5,24.59230769230769,59.41538461538461,87.63846153846154,1009.5076923076924,163.30769230769232,2.715384615384615,0.0,181.15384615384616,181.15384615384616
12,5,28.592307692307696,44.34615384615384,77.66153846153847,1006.146153846154,249.30769230769232,1.507692307692308,310.61538461538464,216.15384615384616,418.1538461538461
5,23,27.676923076923075,56.0,83.82307692307694,1006.7384615384616,198.07692307692307,1.907692307692308,202.30769230769232,268.46153846153845,421.5384615384616
10,12,25.88461538461538,56.84615384615385,89.30000000000001,1007.9230769230768,215.30769230769232,2.0538461538461537,2.769230769230769,108.0,108.76923076923076
10,4,26.892307692307693,59.26923076923077,73.24615384615385,1008.6615384615386,259.38461538461536,2.3615384615384616,60.46153846153846,152.69230769230768,181.0
10,19,27.453846153846147,46.138461538461534,77.3923076923077,1006.0307692307692,234.0,0.9923076923076924,218.7692307692308,250.92307692307693,417.9230769230769
2,19,29.075000000000003,50.375,73.45,1004.85,197.58333333333331,2.6,296.1666666666667,262.75,487.0
2,24,27.675,49.58333333333332,76.375,1005.425,235.08333333333331,2.475,37.583333333333336,225.66666666666663,255.0
11,12,29.28461538461539,49.66153846153846,66.83846153846154,1006.7076923076922,202.92307692307693,3.1923076923076925,329.3076923076923,218.84615384615384,438.84615384615387
6,24,25.246153846153845,58.469230769230776,94.2153846153846,1008.176923076923,184.23076923076923,2.3384615384615386,232.92307692307693,230.7692307692308,395.0
6,6,29.11538461538462,59.02307692307693,72.62307692307692,1007.3538461538463,239.53846153846155,6.484615384615385,23.53846153846154,248.3846153846154,263.3076923076923
8,2,24.31538461538461,58.03076923076922,93.91538461538462,1011.353846153846,221.46153846153845,3.8307692307692314,6.076923076923077,227.07692307692307,232.15384615384616
5,2,28.4,52.83076923076923,75.6846153846154,1005.953846153846,230.53846153846155,2.169230769230769,71.92307692307692,262.6923076923077,309.7692307692308
9,7,23.7,57.03076923076923,93.37692307692306,1009.2692307692308,221.53846153846155,3.8,0.0,157.46153846153845,157.46153846153845
1,8,28.825,32.00000000000001,55.241666666666674,1006.25,83.0,1.1083333333333332,260.5833333333333,249.5,436.6666666666667
8,8,25.792307692307688,43.784615384615385,77.41538461538461,1011.0076923076922,261.38461538461536,3.0538461538461537,435.7692307692308,189.69230769230768,500.5384615384616
1,28,29.125,44.28333333333333,72.42500000000001,1008.2833333333332,241.41666666666663,2.2416666666666667,196.83333333333331,269.3333333333333,422.5833333333333
7,16,26.807692307692303,57.93076923076924,73.53076923076924,1011.7923076923078,227.23076923076923,4.015384615384615,28.307692307692307,166.6153846153846,181.3846153846154
1,31,27.025,50.04166666666666,85.38333333333333,1007.1749999999998,239.41666666666663,1.9,15.75,274.8333333333333,283.5
2,2,27.466666666666665,49.48333333333334,85.68333333333332,1005.9333333333334,219.91666666666663,2.0,0.0,231.41666666666663,231.41666666666663
1,18,28.90833333333333,41.06666666666666,74.51666666666667,1006.8,215.66666666666663,2.45,181.08333333333331,277.8333333333333,418.3333333333333
9,1,26.51538461538461,58.26923076923077,78.84615384615384,1009.7923076923076,227.7692307692308,6.907692307692307,39.76923076923077,257.15384615384613,283.7692307692308
6,6,26.992307692307687,49.05384615384616,83.92307692307692,1008.5230769230768,212.30769230769232,2.092307692307693,95.3846153846154,107.53846153846152,157.0
12,17,28.73076923076923,39.56923076923077,73.83076923076922,1007.5846153846154,239.0,1.2692307692307692,257.0769230769231,227.7692307692308,385.46153846153845
4,6,29.6,46.9923076923077,75.90769230769232,1005.023076923077,238.69230769230768,3.630769230769231,271.0769230769231,248.84615384615384,472.3076923076923
2,13,29.73333333333333,35.25833333333333,67.48333333333333,1005.8833333333332,201.0,1.3,19.166666666666668,337.0833333333333,351.75
4,2,28.96153846153846,52.94615384615384,78.4076923076923,1005.3307692307692,205.7692307692308,2.5384615384615383,227.7692307692308,258.0,448.38461538461536
1,11,28.525,33.28333333333333,73.125,1005.4166666666664,229.16666666666663,3.1583333333333337,302.1666666666667,236.5,452.8333333333333
2,11,26.816666666666663,51.725,85.91666666666667,1005.475,224.83333333333331,2.2333333333333334,0.0833333333333333,82.16666666666667,82.16666666666667
4,21,26.876923076923084,56.40769230769232,88.69999999999997,1006.5461538461536,198.3846153846154,2.553846153846154,205.0,268.9230769230769,426.61538461538464
4,13,28.16923076923077,54.43846153846153,78.14615384615385,1005.5692307692306,215.84615384615384,3.107692307692307,40.30769230769231,311.0,349.9230769230769
1,12,30.291666666666668,38.075,63.20833333333334,1004.875,239.58333333333331,1.225,189.0,280.25,416.0
8,2,24.22307692307692,49.75384615384615,92.05384615384614,1009.8307692307692,233.15384615384616,3.2153846153846155,197.6153846153846,252.0,419.0769230769231
2,22,28.13333333333333,47.46666666666666,76.45833333333334,1004.5,221.75,3.408333333333333,335.5833333333333,249.5,501.25
7,1,25.23076923076923,55.56153846153847,88.63846153846154,1010.176923076923,225.53846153846155,2.3076923076923075,4.076923076923077,188.53846153846155,192.0
9,7,24.638461538461534,57.52307692307692,93.90769230769232,1007.1615384615384,245.23076923076923,3.2461538461538457,13.615384615384617,144.76923076923077,150.0
9,15,24.89230769230769,53.51538461538463,90.3,1008.7692307692308,244.7692307692308,2.8,96.6923076923077,174.84615384615384,223.23076923076923
4,25,28.33846153846154,59.62307692307692,83.1076923076923,1006.7230769230767,192.23076923076923,1.7692307692307692,179.15384615384616,285.0,433.1538461538461
12,27,28.266666666666666,24.65,58.08333333333332,1005.7999999999998,243.83333333333331,0.8583333333333333,0.0,301.9166666666667,301.9166666666667
10,6,25.55384615384616,55.91538461538463,89.20769230769231,1009.0384615384614,181.53846153846155,1.4,234.6153846153846,199.3846153846154,360.61538461538464
1,16,27.53333333333333,44.34166666666666,79.4,1007.4333333333332,213.83333333333331,1.8833333333333333,167.08333333333334,289.0,409.5833333333333
5,16,26.32307692307692,56.15384615384616,88.7076923076923,1008.9076923076924,217.6153846153846,2.7,3.076923076923077,213.69230769230768,216.53846153846155
12,12,29.446153846153848,49.7,64.87692307692308,1008.623076923077,188.69230769230768,2.738461538461538,33.92307692307692,188.92307692307693,201.84615384615384
4,1,28.56153846153846,48.72307692307693,78.43076923076924,1003.6153846153848,228.15384615384616,2.9230769230769225,0.0,280.0769230769231,280.0769230769231
6,17,26.007692307692302,55.27692307692308,82.38461538461539,1008.0692307692308,261.15384615384613,3.030769230769231,103.3846153846154,225.84615384615384,309.2307692307692
8,29,24.361538461538466,56.29999999999999,93.06153846153848,1008.3846153846152,240.0,3.815384615384615,8.384615384615385,172.46153846153845,176.07692307692307
6,15,27.176923076923075,57.65384615384615,77.23076923076923,1012.453846153846,231.7692307692308,4.276923076923077,100.0,115.07692307692308,157.6153846153846
7,28,25.661538461538463,54.1,85.8076923076923,1009.3692307692309,243.46153846153845,2.0923076923076924,82.38461538461539,264.84615384615387,310.0769230769231
11,14,30.27692307692308,54.76153846153847,59.61538461538461,1007.246153846154,87.15384615384616,2.976923076923077,257.61538461538464,198.53846153846155,389.0
7,10,25.192307692307686,50.38461538461539,89.23076923076925,1011.153846153846,253.84615384615384,1.4076923076923078,57.84615384615385,256.3076923076923,305.46153846153845
9,24,26.85384615384616,57.70769230769231,78.18461538461537,1010.9461538461538,197.0,3.930769230769232,123.3076923076923,294.3076923076923,377.6923076923077
4,8,28.015384615384612,56.53846153846154,82.69230769230768,1004.6692307692308,220.92307692307693,1.6538461538461535,33.23076923076923,217.23076923076923,249.0
10,28,26.838461538461544,55.50769230769231,87.43846153846154,1007.5846153846154,259.84615384615387,1.2230769230769232,228.15384615384616,234.7692307692308,389.9230769230769
10,23,28.346153846153847,55.29230769230768,71.24615384615385,1008.0307692307692,221.92307692307693,3.838461538461538,32.76923076923077,211.15384615384616,228.6153846153846
6,4,29.730769230769237,58.44615384615384,67.41538461538461,1008.4307692307692,229.07692307692307,5.130769230769231,43.69230769230769,219.53846153846155,248.0
11,27,26.56153846153846,47.24615384615385,86.16923076923078,1005.3692307692309,217.15384615384616,1.3076923076923077,0.0769230769230769,70.38461538461539,70.38461538461539
9,2,27.16153846153846,53.32307692307692,73.43846153846154,1010.9384615384616,214.69230769230768,5.376923076923077,291.53846153846155,223.92307692307693,460.5384615384616
3,27,29.08333333333333,50.94166666666666,77.35833333333333,1006.3833333333332,205.41666666666663,3.4083333333333345,166.08333333333334,314.5,456.25
5,11,27.307692307692307,54.346153846153854,81.43076923076923,1007.5461538461536,231.3846153846154,1.2153846153846155,2.230769230769231,106.15384615384616,107.3076923076923
9,19,26.04615384615385,52.73076923076922,84.33076923076925,1007.8076923076924,196.07692307692307,1.5307692307692309,518.8461538461538,153.92307692307693,530.9230769230769
10,3,26.32307692307692,54.25384615384615,85.5076923076923,1007.7692307692306,225.92307692307693,1.7076923076923076,361.61538461538464,208.92307692307693,477.84615384615387
12,2,28.35384615384616,44.65384615384615,75.42307692307693,1005.1923076923076,245.84615384615384,1.2384615384615385,144.15384615384616,263.0769230769231,348.2307692307692
5,21,27.523076923076925,48.83076923076924,81.85384615384616,1006.9615384615385,215.07692307692307,3.3076923076923075,133.84615384615384,297.6923076923077,400.5384615384616
9,9,25.753846153846155,50.98461538461538,84.14615384615382,1008.6307692307691,247.53846153846155,2.107692307692308,194.84615384615384,242.0,356.0
12,24,29.184615384615384,24.25384615384615,47.35384615384616,1009.3230769230768,116.53846153846152,2.8461538461538463,439.6923076923077,167.69230769230768,460.2307692307692
10,13,26.846153846153847,47.43076923076924,81.1923076923077,1007.9230769230768,251.53846153846155,1.6384615384615384,36.38461538461539,219.7692307692308,252.84615384615384
3,8,27.508333333333336,52.95000000000001,82.00833333333334,1007.2000000000002,214.75,3.116666666666667,112.5,303.0,405.9166666666667
1,29,29.058333333333326,42.0,72.95833333333334,1007.1166666666664,233.5,2.458333333333333,67.5,315.6666666666667,358.5
3,1,26.99166666666666,56.125,84.25833333333333,1007.6666666666669,246.5,1.4583333333333337,201.41666666666663,266.8333333333333,441.6666666666667
7,11,26.784615384615385,54.53076923076923,76.56153846153846,1012.0538461538462,245.0,5.076923076923077,89.84615384615384,274.6923076923077,344.15384615384613
4,7,29.40000000000001,50.43846153846153,70.56153846153846,1003.9461538461538,235.0,2.469230769230769,129.46153846153845,294.46153846153845,406.38461538461536
6,23,24.22307692307692,52.55384615384616,91.43846153846154,1010.2230769230767,246.84615384615384,3.6769230769230767,0.0,79.61538461538461,79.61538461538461
9,26,24.83846153846154,57.64615384615384,90.51538461538462,1007.246153846154,227.07692307692307,2.261538461538461,0.0,53.53846153846154,53.53846153846154
9,26,26.51538461538462,56.76153846153847,79.64615384615384,1007.3307692307692,243.92307692307693,2.023076923076923,5.615384615384615,190.3846153846154,192.30769230769232
5,23,27.676923076923075,57.83076923076924,83.15384615384616,1005.907692307692,176.92307692307693,1.7923076923076924,462.46153846153845,175.30769230769232,505.2307692307692
7,18,26.3,56.47692307692307,79.84615384615384,1011.446153846154,241.46153846153845,5.723076923076923,37.53846153846154,251.0,264.2307692307692
9,12,25.915384615384617,50.91538461538463,83.0,1009.0769230769232,248.53846153846155,1.6538461538461535,259.15384615384613,197.23076923076923,388.3076923076923
11,19,27.24615384615384,47.869230769230775,86.23846153846155,1005.8307692307692,203.84615384615384,1.4384615384615385,31.923076923076923,223.23076923076923,242.7692307692308
11,7,29.25384615384616,44.42307692307692,70.58461538461538,1007.9615384615386,176.15384615384616,3.0,369.46153846153845,200.84615384615384,460.3076923076923
2,8,28.933333333333334,48.19166666666667,77.64166666666667,1005.1333333333332,223.25,3.233333333333334,137.66666666666666,306.9166666666667,417.75
6,26,26.338461538461537,60.01538461538462,79.6923076923077,1013.1461538461537,210.15384615384616,4.792307692307692,0.0,75.53846153846153,75.53846153846153
4,27,29.415384615384617,47.8076923076923,74.0923076923077,1005.2615384615384,213.07692307692307,2.3846153846153846,294.38461538461536,236.53846153846155,467.5384615384616
10,31,28.200000000000003,50.55384615384616,78.8153846153846,1005.7692307692308,247.53846153846155,1.553846153846154,241.23076923076923,232.15384615384616,363.9230769230769
5,15,27.807692307692303,53.5,81.97692307692309,1008.053846153846,216.92307692307693,3.1538461538461533,10.615384615384617,283.61538461538464,293.7692307692308
10,21,27.430769230769236,51.57692307692308,83.12307692307692,1005.3,217.30769230769232,1.2846153846153845,303.0769230769231,215.84615384615384,437.6923076923077
8,16,26.184615384615384,46.06153846153846,80.74615384615385,1012.0,227.7692307692308,6.199999999999999,119.15384615384616,320.53846153846155,377.5384615384616
3,9,27.65833333333333,53.133333333333326,84.85833333333333,1005.0083333333332,227.08333333333331,2.858333333333334,30.166666666666668,281.25,303.5833333333333
8,4,26.661538461538463,46.607692307692304,74.9923076923077,1013.1,235.7692307692308,5.500000000000001,270.38461538461536,254.3846153846154,453.6923076923077
10,30,28.676923076923075,55.41538461538461,66.01538461538463,1008.9076923076924,176.3846153846154,3.4153846153846152,356.38461538461536,190.23076923076923,447.2307692307692
11,24,28.71538461538461,44.084615384615375,76.37692307692308,1006.3076923076924,255.0,1.123076923076923,242.92307692307693,258.61538461538464,400.38461538461536
4,14,28.32307692307692,53.43846153846155,80.89230769230768,1005.623076923077,236.30769230769232,2.9538461538461545,38.84615384615385,266.6923076923077,303.84615384615387
1,27,29.11666666666667,43.13333333333333,72.28333333333332,1009.1333333333336,234.41666666666663,2.1583333333333337,60.16666666666666,178.58333333333334,214.41666666666663
12,11,28.192307692307686,44.94615384615384,66.26923076923077,1006.3923076923076,261.6923076923077,1.161538461538462,29.53846153846154,271.0,295.3076923076923
12,2,28.0,43.2,78.1923076923077,1005.8692307692309,228.46153846153845,1.7384615384615385,197.53846153846155,249.84615384615384,365.9230769230769
9,30,26.96153846153846,57.161538461538456,76.14615384615385,1009.0846153846152,239.7692307692308,4.392307692307693,128.92307692307693,192.92307692307693,293.2307692307692
6,6,26.384615384615383,57.30769230769231,87.47692307692309,1008.7769230769233,224.30769230769232,2.3230769230769237,21.846153846153847,197.15384615384616,211.53846153846155
7,24,24.338461538461537,52.96923076923076,94.15384615384616,1011.2769230769233,249.84615384615384,4.230769230769231,175.15384615384616,258.61538461538464,406.2307692307692
7,19,25.43846153846154,53.107692307692304,85.93076923076923,1011.7384615384616,235.0,2.923076923076923,56.61538461538461,219.84615384615384,258.84615384615387
7,18,25.27692307692308,52.67692307692308,88.61538461538461,1010.9846153846156,215.69230769230768,3.1538461538461537,0.0,205.69230769230768,205.69230769230768
8,19,24.984615384615385,55.24615384615385,88.66153846153847,1009.9230769230768,253.30769230769232,3.8461538461538463,36.0,299.61538461538464,328.3076923076923
10,3,26.46923076923077,57.02307692307693,76.92307692307692,1010.2923076923078,247.0,3.007692307692308,157.23076923076923,217.30769230769232,366.6923076923077
6,12,26.57692307692308,51.792307692307695,85.1076923076923,1010.1461538461538,220.30769230769232,2.169230769230769,201.84615384615384,268.6923076923077,415.6923076923077
8,14,25.03076923076923,55.12307692307692,87.53846153846153,1008.4461538461538,233.92307692307693,3.769230769230769,52.30769230769231,253.84615384615384,305.3076923076923
10,21,27.869230769230764,53.823076923076925,72.23076923076923,1010.2076923076924,125.76923076923076,2.7,455.5384615384616,187.6153846153846,480.38461538461536
4,11,27.615384615384617,47.607692307692304,77.95384615384616,1005.923076923077,218.69230769230768,1.6999999999999995,312.15384615384613,262.0,475.38461538461536
10,10,27.784615384615385,56.76153846153846,73.72307692307693,1008.0846153846152,217.84615384615384,4.592307692307693,309.2307692307692,234.3846153846154,466.7692307692308
6,16,27.707692307692312,55.33846153846154,74.89999999999999,1012.7153846153848,230.46153846153845,4.799999999999999,448.5384615384616,160.23076923076923,496.3076923076923
1,18,28.73333333333333,33.85833333333334,70.27499999999999,1006.1,251.5,1.7416666666666665,128.33333333333334,295.1666666666667,388.3333333333333
5,6,26.9,57.70000000000001,85.51538461538462,1008.4230769230768,205.46153846153845,2.9538461538461536,88.76923076923077,228.69230769230768,294.84615384615387
12,10,29.015384615384612,38.57692307692308,65.46153846153847,1008.0,243.46153846153845,1.1,58.38461538461539,277.2307692307692,317.7692307692308
2,27,27.441666666666663,50.28333333333333,76.88333333333331,1007.3,190.33333333333331,2.541666666666667,169.0,316.0833333333333,445.5833333333333
2,7,29.125,46.50833333333333,76.30833333333332,1004.5666666666668,224.16666666666663,3.325,136.66666666666666,303.9166666666667,410.0
2,4,29.558333333333334,34.625,70.175,1003.6833333333334,237.66666666666663,2.583333333333333,97.33333333333331,299.75,369.9166666666667
12,13,28.946153846153848,42.638461538461534,72.9076923076923,1006.2692307692308,199.53846153846155,0.9538461538461538,61.30769230769231,259.3076923076923,308.9230769230769
4,14,28.138461538461534,47.24615384615385,78.34615384615384,1007.9923076923078,233.07692307692307,3.353846153846154,287.46153846153845,243.53846153846155,471.0769230769231
8,17,25.346153846153843,55.7,83.44615384615385,1007.0692307692308,251.07692307692307,3.5230769230769234,0.0,182.53846153846155,182.53846153846155
10,28,26.815384615384616,57.49230769230769,75.3076923076923,1008.8692307692309,126.3076923076923,1.730769230769231,1.0769230769230769,130.76923076923077,131.46153846153845
1,24,28.425,34.46666666666666,69.49166666666666,1005.6,199.75,1.125,211.41666666666663,273.6666666666667,430.6666666666667
10,11,26.83846153846154,56.47692307692307,81.8076923076923,1007.7153846153844,236.84615384615384,1.3076923076923077,153.53846153846155,259.0,384.5384615384616
10,8,26.138461538461534,56.45384615384615,86.43076923076923,1007.3153846153843,205.0,1.6153846153846154,333.2307692307692,194.15384615384616,454.61538461538464
8,27,26.815384615384616,55.49230769230768,76.32307692307693,1012.9615384615385,232.46153846153845,5.030769230769232,107.6153846153846,314.46153846153845,399.46153846153845
11,28,28.792307692307688,44.72307692307693,76.26923076923076,1004.6307692307691,148.07692307692307,1.2692307692307692,337.53846153846155,199.69230769230768,436.7692307692308
4,30,28.892307692307693,52.46153846153846,74.07692307692307,1006.7461538461538,237.69230769230768,3.138461538461539,107.76923076923076,293.6923076923077,391.0769230769231
9,2,25.49230769230769,47.66923076923077,80.48461538461538,1010.2230769230772,233.69230769230768,3.1769230769230767,224.30769230769232,281.0769230769231,438.2307692307692
6,1,27.03846153846154,48.40769230769232,84.24615384615385,1008.2538461538462,209.53846153846155,2.223076923076923,344.9230769230769,213.92307692307693,470.3076923076923
5,23,27.961538461538456,53.0076923076923,77.06923076923077,1008.4384615384612,220.6153846153846,2.007692307692308,424.3076923076923,184.6153846153846,495.7692307692308
6,26,26.646153846153844,56.52307692307692,83.3076923076923,1008.1,259.84615384615387,1.1,19.384615384615383,229.23076923076923,242.07692307692307
5,18,27.838461538461537,51.92307692307692,79.03846153846153,1006.9846153846156,221.69230769230768,1.946153846153846,424.46153846153845,191.6153846153846,486.6923076923077
5,13,28.1,56.12307692307692,73.11538461538463,1006.892307692308,245.23076923076923,3.3000000000000003,277.38461538461536,224.46153846153845,449.0
4,13,28.10769230769231,44.40769230769232,79.46923076923076,1007.1769230769232,226.3846153846154,3.1384615384615384,351.0769230769231,215.53846153846155,500.2307692307692
2,21,28.375,50.99166666666667,76.35,1004.6166666666668,216.41666666666663,3.1500000000000004,160.83333333333334,292.5833333333333,425.0833333333333
9,27,25.7,52.28461538461538,87.09999999999998,1007.092307692308,242.7692307692308,2.230769230769231,133.76923076923077,206.92307692307693,293.84615384615387
1,9,28.625,28.308333333333334,67.26666666666667,1005.6,273.1666666666667,1.15,204.91666666666663,251.33333333333331,412.3333333333333
11,5,29.238461538461543,52.10000000000001,68.78461538461538,1010.0846153846152,222.23076923076923,3.446153846153846,222.53846153846155,253.3846153846154,396.0
10,21,27.330769230769235,47.92307692307692,80.53076923076922,1008.6846153846157,212.53846153846155,1.992307692307692,187.84615384615384,270.7692307692308,410.61538461538464
6,3,29.96153846153846,58.9076923076923,65.38461538461539,1008.6,213.53846153846155,3.9538461538461545,502.2307692307692,139.07692307692307,515.3846153846154
1,29,28.941666666666663,38.05833333333334,68.98333333333333,1005.6166666666668,236.58333333333331,1.4333333333333336,69.0,311.25,363.3333333333333
12,27,29.3,30.966666666666665,56.56666666666666,1008.5833333333331,133.08333333333334,3.3666666666666667,405.75,196.0,477.9166666666667
6,15,26.66153846153846,55.72307692307693,84.00769230769232,1009.5384615384615,237.07692307692307,1.669230769230769,99.07692307692308,286.15384615384613,358.46153846153845
3,13,28.75,46.19166666666666,77.79166666666667,1007.5666666666666,220.16666666666663,3.408333333333333,285.75,281.6666666666667,499.9166666666667
1,9,27.891666666666666,29.38333333333333,72.38333333333334,1007.6583333333332,214.08333333333331,1.95,187.0,270.5833333333333,406.8333333333333
12,1,30.04615384615385,38.20769230769231,65.45384615384616,1008.4923076923078,232.15384615384616,3.946153846153846,137.23076923076923,292.61538461538464,378.0
10,26,26.746153846153845,49.5076923076923,85.4,1007.530769230769,170.15384615384616,1.1076923076923078,419.5384615384616,184.6153846153846,472.61538461538464
