,MonthPE,DayPE,Date,Daily_Temp,Daily_Precipitation,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_GHI,Daily_radiation
2017-06-05,6,5,2017-06-05,26.561538461538458,55.87692307692308,86.6923076923077,1008.6000000000001,279.7692307692308,1.3846153846153846,132.07692307692307,199.53846153846155,297.15384615384613
2017-06-06,6,6,2017-06-06,26.384615384615383,57.30769230769231,87.47692307692309,1008.7769230769233,224.30769230769232,2.3230769230769233,21.846153846153847,197.15384615384616,211.53846153846155
2017-06-07,6,7,2017-06-07,27.22307692307692,52.69230769230769,80.34615384615384,1009.1230769230768,200.30769230769232,1.1076923076923075,308.0,233.6153846153846,452.7692307692308
2017-06-08,6,8,2017-06-08,27.046153846153842,54.75384615384615,83.58461538461539,1007.4153846153846,140.69230769230768,1.2076923076923078,294.7692307692308,195.6153846153846,431.84615384615387
2017-06-09,6,9,2017-06-09,27.91538461538461,55.17692307692308,82.91538461538462,1005.9692307692306,213.0,2.215384615384615,123.15384615384616,232.69230769230768,323.0
2017-06-10,6,10,2017-06-10,26.876923076923074,59.13076923076923,91.13076923076923,1007.3153846153848,206.46153846153845,1.830769230769231,0.0,141.46153846153845,141.46153846153845
2017-06-11,6,11,2017-06-11,26.60769230769231,57.53076923076923,89.35384615384615,1007.2615384615384,242.3846153846154,2.6923076923076925,171.92307692307693,264.0769230769231,390.38461538461536
2017-06-12,6,12,2017-06-12,25.72307692307692,59.73846153846153,90.11538461538461,1008.2923076923078,236.69230769230768,3.6769230769230767,0.0,191.6153846153846,191.6153846153846
2017-06-13,6,13,2017-06-13,25.392307692307693,58.576923076923066,92.03076923076924,1008.8461538461538,236.07692307692307,2.5153846153846158,45.53846153846154,237.46153846153845,277.0
2017-06-14,6,14,2017-06-14,25.407692307692304,58.39230769230768,92.31538461538463,1009.2153846153846,261.15384615384613,2.253846153846154,78.84615384615384,224.69230769230768,291.6923076923077
2017-06-15,6,15,2017-06-15,25.884615384615383,57.35384615384615,89.84615384615387,1008.6461538461538,263.9230769230769,2.230769230769231,25.46153846153846,190.84615384615384,204.0
2017-06-16,6,16,2017-06-16,25.399999999999995,55.03076923076923,91.85384615384615,1009.0,229.6153846153846,2.1538461538461537,75.76923076923077,286.84615384615387,330.6923076923077
2017-06-17,6,17,2017-06-17,26.007692307692306,55.276923076923076,82.38461538461539,1008.0692307692309,261.15384615384613,3.030769230769231,103.38461538461539,225.84615384615384,309.2307692307692
2017-06-18,6,18,2017-06-18,25.46153846153846,54.599999999999994,91.39230769230768,1007.3461538461538,219.3846153846154,2.023076923076923,48.23076923076923,172.07692307692307,193.69230769230768
2017-06-19,6,19,2017-06-19,25.846153846153847,55.46923076923077,90.76923076923077,1008.053846153846,219.92307692307693,2.661538461538462,243.3846153846154,220.0,416.2307692307692
2017-06-20,6,20,2017-06-20,24.623076923076926,55.338461538461544,94.23846153846154,1009.7769230769231,227.53846153846155,2.6384615384615384,29.846153846153847,180.23076923076923,191.30769230769232
2017-06-21,6,21,2017-06-21,26.73076923076923,49.93846153846154,80.05384615384615,1008.7846153846154,309.0,2.230769230769231,392.7692307692308,202.0,471.53846153846155
2017-06-22,6,22,2017-06-22,26.907692307692308,57.23076923076923,82.66923076923078,1008.0615384615387,277.0769230769231,1.5461538461538462,234.84615384615384,242.0,402.2307692307692
2017-06-23,6,23,2017-06-23,26.015384615384612,58.13076923076922,88.70000000000002,1007.8846153846152,200.15384615384616,2.992307692307693,0.0,165.3846153846154,165.3846153846154
2017-06-24,6,24,2017-06-24,25.246153846153845,58.469230769230776,94.2153846153846,1008.176923076923,184.23076923076923,2.3384615384615386,232.92307692307693,230.76923076923077,395.0
2017-06-25,6,25,2017-06-25,25.584615384615383,55.36153846153846,89.82307692307694,1008.7923076923076,312.2307692307692,1.553846153846154,106.76923076923077,202.07692307692307,289.0
2017-06-26,6,26,2017-06-26,26.646153846153844,56.52307692307692,83.3076923076923,1008.0999999999999,259.84615384615387,1.0999999999999999,19.384615384615383,229.23076923076923,242.07692307692307
2017-06-27,6,27,2017-06-27,26.638461538461545,53.97692307692308,82.70769230769231,1009.0923076923076,227.3846153846154,1.723076923076923,42.23076923076923,233.6153846153846,253.15384615384616
2017-06-28,6,28,2017-06-28,25.753846153846155,54.607692307692304,87.51538461538463,1009.9307692307691,201.23076923076923,2.0461538461538464,150.3846153846154,234.53846153846155,334.3076923076923
2017-06-29,6,29,2017-06-29,25.684615384615384,55.10000000000001,89.21538461538464,1010.1307692307691,239.23076923076923,2.3,13.615384615384615,174.84615384615384,183.84615384615384
2017-06-30,6,30,2017-06-30,25.753846153846155,53.861538461538444,83.03076923076924,1010.4076923076923,250.69230769230768,2.723076923076923,71.07692307692308,218.23076923076923,276.6923076923077
2017-07-01,7,1,2017-07-01,25.23076923076923,55.56153846153847,88.63846153846154,1010.176923076923,225.53846153846155,2.3076923076923075,4.076923076923077,188.53846153846155,192.0
2017-07-02,7,2,2017-07-02,25.546153846153842,55.23846153846152,87.66923076923075,1010.2692307692307,246.23076923076923,2.646153846153846,69.38461538461539,288.3076923076923,341.2307692307692
