PeriodEnd,PeriodStart,Period,AirTemp,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2016-12-31T02:00:00Z,2016-12-31T01:00:00Z,PT60M,24.2,0.0,21.5,0,0,0,0,29.1,84.5,1006.8,232,1.8,150
2016-12-31T03:00:00Z,2016-12-31T02:00:00Z,PT60M,23.4,0.0,21.3,0,0,0,0,29.1,87.9,1006.3,253,1.5,138
2016-12-31T04:00:00Z,2016-12-31T03:00:00Z,PT60M,22.8,0.0,21.1,0,0,0,0,29.2,90.2,1006.2,272,1.4,124
2016-12-31T05:00:00Z,2016-12-31T04:00:00Z,PT60M,22.4,0.0,20.9,0,0,0,0,29.3,91.2,1006.5,287,1.2,111
2016-12-31T06:00:00Z,2016-12-31T05:00:00Z,PT60M,22.1,0.0,20.8,0,0,0,0,29.4,92.1,1006.8,306,1.1,97
2016-12-31T07:00:00Z,2016-12-31T06:00:00Z,PT60M,22.6,8.8,20.8,34,0,0,34,29.5,89.3,1007.3,319,1.0,83
2016-12-31T08:00:00Z,2016-12-31T07:00:00Z,PT60M,24.0,16.6,21.0,139,0,0,139,29.5,83.2,1008.0,326,0.9,70
2016-12-31T09:00:00Z,2016-12-31T08:00:00Z,PT60M,25.4,5.1,21.2,287,66,39,326,29.6,77.6,1008.7,337,0.8,57
2016-12-31T10:00:00Z,2016-12-31T09:00:00Z,PT60M,26.9,0.0,21.0,387,150,106,492,29.3,70.4,1008.7,352,0.7,45
2016-12-31T11:00:00Z,2016-12-31T10:00:00Z,PT60M,28.4,0.0,20.5,452,203,165,617,28.6,62.3,1008.1,12,0.7,36
2016-12-31T12:00:00Z,2016-12-31T11:00:00Z,PT60M,29.9,0.0,20.0,481,225,194,675,28.0,55.2,1007.5,29,0.8,30
2016-12-31T13:00:00Z,2016-12-31T12:00:00Z,PT60M,30.8,0.0,19.3,492,191,163,655,27.7,50.5,1006.7,41,0.6,32
2016-12-31T14:00:00Z,2016-12-31T13:00:00Z,PT60M,31.0,0.0,18.5,448,160,125,573,27.6,47.6,1005.9,93,0.2,39
2016-12-31T15:00:00Z,2016-12-31T14:00:00Z,PT60M,31.1,0.0,17.8,361,108,71,432,27.6,44.9,1005.1,177,0.5,49
2016-12-31T16:00:00Z,2016-12-31T15:00:00Z,PT60M,30.6,0.0,18.0,240,40,20,260,27.6,46.9,1004.8,191,1.0,62
2016-12-31T17:00:00Z,2016-12-31T16:00:00Z,PT60M,29.3,0.0,19.1,105,0,0,105,27.7,54.1,1004.9,197,1.5,75
2016-12-31T18:00:00Z,2016-12-31T17:00:00Z,PT60M,28.0,0.0,20.2,14,0,0,14,27.7,62.3,1005.1,199,2.0,88
2016-12-31T19:00:00Z,2016-12-31T18:00:00Z,PT60M,27.0,0.0,20.8,0,0,0,0,27.7,68.8,1005.6,201,2.2,102
2016-12-31T20:00:00Z,2016-12-31T19:00:00Z,PT60M,26.3,0.0,21.0,0,0,0,0,27.7,72.8,1006.3,202,2.2,116
2016-12-31T21:00:00Z,2016-12-31T20:00:00Z,PT60M,25.5,0.0,21.2,0,0,0,0,27.7,76.9,1007.1,203,2.3,129
2016-12-31T22:00:00Z,2016-12-31T21:00:00Z,PT60M,25.3,0.0,21.6,0,0,0,0,28.0,80.0,1007.4,205,2.3,143
2016-12-31T23:00:00Z,2016-12-31T22:00:00Z,PT60M,25.5,0.0,22.2,0,0,0,0,28.7,81.8,1007.3,207,2.4,155
2017-01-01T00:00:00Z,2016-12-31T23:00:00Z,PT60M,25.8,0.0,22.8,0,0,0,0,29.4,83.7,1007.1,209,2.6,162
2017-01-01T01:00:00Z,2017-01-01T00:00:00Z,PT60M,25.5,0.0,22.9,0,0,0,0,29.8,85.6,1006.9,214,2.5,160
2017-01-01T02:00:00Z,2017-01-01T01:00:00Z,PT60M,24.6,0.0,22.4,0,0,0,0,29.9,87.7,1006.5,221,2.3,150
2017-01-01T03:00:00Z,2017-01-01T02:00:00Z,PT60M,23.8,0.0,22.0,0,0,0,0,30.0,89.9,1006.1,230,2.1,138
2017-01-01T04:00:00Z,2017-01-01T03:00:00Z,PT60M,23.2,0.0,21.7,0,0,0,0,30.1,91.4,1006.0,240,1.8,124
2017-01-01T05:00:00Z,2017-01-01T04:00:00Z,PT60M,22.8,0.0,21.5,0,0,0,0,30.2,92.2,1006.2,253,1.4,111
2017-01-01T06:00:00Z,2017-01-01T05:00:00Z,PT60M,22.4,0.0,21.2,0,0,0,0,30.3,92.9,1006.5,276,1.1,97
2017-01-01T07:00:00Z,2017-01-01T06:00:00Z,PT60M,22.9,9.3,21.2,34,0,0,34,30.5,90.2,1006.9,295,1.0,83
2017-01-01T08:00:00Z,2017-01-01T07:00:00Z,PT60M,24.2,17.6,21.4,136,0,0,136,30.6,84.5,1007.6,304,1.0,70
2017-01-01T09:00:00Z,2017-01-01T08:00:00Z,PT60M,25.5,8.0,21.6,276,68,41,317,30.7,79.2,1008.3,312,1.0,57
2017-01-01T10:00:00Z,2017-01-01T09:00:00Z,PT60M,26.9,0.0,21.6,378,189,134,512,30.6,73.0,1008.3,324,0.9,45
2017-01-01T11:00:00Z,2017-01-01T10:00:00Z,PT60M,28.3,0.0,21.5,437,248,202,638,30.3,66.3,1007.7,340,0.9,36
2017-01-01T12:00:00Z,2017-01-01T11:00:00Z,PT60M,29.8,0.0,21.3,465,265,229,694,30.1,60.2,1007.1,357,0.9,30
2017-01-01T13:00:00Z,2017-01-01T12:00:00Z,PT60M,30.6,0.0,20.7,478,203,173,651,29.9,55.5,1006.3,1,0.6,32
2017-01-01T14:00:00Z,2017-01-01T13:00:00Z,PT60M,30.7,0.0,19.7,437,169,132,568,29.8,51.9,1005.3,321,0.2,39
2017-01-01T15:00:00Z,2017-01-01T14:00:00Z,PT60M,30.8,0.0,18.7,353,115,76,429,29.8,48.5,1004.4,215,0.4,49
2017-01-01T16:00:00Z,2017-01-01T15:00:00Z,PT60M,30.3,0.0,18.6,235,46,23,258,29.7,49.7,1004.1,205,0.9,62
2017-01-01T17:00:00Z,2017-01-01T16:00:00Z,PT60M,29.3,0.0,19.5,105,2,1,106,29.7,55.6,1004.4,202,1.4,75
2017-01-01T18:00:00Z,2017-01-01T17:00:00Z,PT60M,28.2,0.0,20.3,14,0,0,14,29.7,62.3,1004.7,201,1.9,88
2017-01-01T19:00:00Z,2017-01-01T18:00:00Z,PT60M,27.4,0.0,20.9,0,0,0,0,29.7,67.9,1005.2,202,2.2,102
2017-01-01T20:00:00Z,2017-01-01T19:00:00Z,PT60M,26.7,0.0,21.2,0,0,0,0,29.6,71.9,1006.0,204,2.3,116
2017-01-01T21:00:00Z,2017-01-01T20:00:00Z,PT60M,26.0,0.0,21.5,0,0,0,0,29.6,76.2,1006.8,206,2.3,129
2017-01-01T22:00:00Z,2017-01-01T21:00:00Z,PT60M,25.7,0.0,21.8,0,0,0,0,29.5,79.2,1007.1,208,2.4,143
2017-01-01T23:00:00Z,2017-01-01T22:00:00Z,PT60M,25.8,0.0,22.3,0,0,0,0,29.5,81.0,1007.0,210,2.5,155
2017-01-02T00:00:00Z,2017-01-01T23:00:00Z,PT60M,26.0,0.0,22.8,0,0,0,0,29.4,82.7,1006.8,212,2.6,162
2017-01-02T01:00:00Z,2017-01-02T00:00:00Z,PT60M,25.6,0.0,22.8,0,0,0,0,29.4,84.8,1006.6,218,2.4,160
2017-01-02T02:00:00Z,2017-01-02T01:00:00Z,PT60M,24.7,0.0,22.5,0,0,0,0,29.5,87.4,1006.2,231,2.0,151
2017-01-02T03:00:00Z,2017-01-02T02:00:00Z,PT60M,23.9,0.0,22.2,0,0,0,0,29.5,90.1,1005.9,250,1.8,138
2017-01-02T04:00:00Z,2017-01-02T03:00:00Z,PT60M,23.3,0.0,21.9,0,0,0,0,29.6,91.8,1005.8,264,1.6,125
2017-01-02T05:00:00Z,2017-01-02T04:00:00Z,PT60M,22.9,0.0,21.6,0,0,0,0,29.6,92.5,1006.1,275,1.2,111
2017-01-02T06:00:00Z,2017-01-02T05:00:00Z,PT60M,22.6,0.0,21.4,0,0,0,0,29.6,93.1,1006.3,294,1.0,97
2017-01-02T07:00:00Z,2017-01-02T06:00:00Z,PT60M,23.1,7.6,21.4,38,0,0,38,29.5,90.4,1006.8,312,0.8,83
2017-01-02T08:00:00Z,2017-01-02T07:00:00Z,PT60M,24.4,13.4,21.6,157,1,0,157,29.2,84.6,1007.5,322,0.8,70
2017-01-02T09:00:00Z,2017-01-02T08:00:00Z,PT60M,25.7,3.9,21.9,291,117,68,359,28.9,79.3,1008.2,334,0.8,57
2017-01-02T10:00:00Z,2017-01-02T09:00:00Z,PT60M,27.1,0.0,21.9,367,242,171,538,28.5,73.2,1008.4,343,0.8,45
2017-01-02T11:00:00Z,2017-01-02T10:00:00Z,PT60M,28.6,0.0,21.8,422,299,243,665,27.9,66.6,1008.1,349,1.0,36
2017-01-02T12:00:00Z,2017-01-02T11:00:00Z,PT60M,30.0,0.0,21.6,452,309,267,719,27.2,60.7,1007.8,353,1.1,30
2017-01-02T13:00:00Z,2017-01-02T12:00:00Z,PT60M,30.8,0.0,20.7,478,212,181,659,26.8,55.2,1007.2,350,1.0,31
2017-01-02T14:00:00Z,2017-01-02T13:00:00Z,PT60M,30.8,0.0,19.2,441,167,131,571,26.5,50.0,1006.3,333,0.6,39
2017-01-02T15:00:00Z,2017-01-02T14:00:00Z,PT60M,30.8,0.2,17.6,359,110,73,432,26.2,45.3,1005.3,275,0.3,49
2017-01-02T16:00:00Z,2017-01-02T15:00:00Z,PT60M,30.3,0.9,17.4,243,32,15,259,25.9,46.2,1005.0,226,0.6,61
2017-01-02T17:00:00Z,2017-01-02T16:00:00Z,PT60M,29.1,0.0,18.5,106,1,0,107,25.7,52.9,1005.3,214,1.1,75
2017-01-02T18:00:00Z,2017-01-02T17:00:00Z,PT60M,27.9,0.0,19.6,15,0,0,15,25.5,60.6,1005.6,209,1.6,88
2017-01-02T19:00:00Z,2017-01-02T18:00:00Z,PT60M,27.0,0.0,20.3,0,0,0,0,25.3,66.9,1006.1,207,1.9,102
2017-01-02T20:00:00Z,2017-01-02T19:00:00Z,PT60M,26.2,0.0,20.6,0,0,0,0,25.2,71.3,1006.9,207,1.9,116
2017-01-02T21:00:00Z,2017-01-02T20:00:00Z,PT60M,25.5,0.0,20.9,0,0,0,0,25.1,75.9,1007.6,206,1.9,129
2017-01-02T22:00:00Z,2017-01-02T21:00:00Z,PT60M,25.3,0.0,21.4,0,0,0,0,25.2,79.3,1007.9,210,1.9,143
2017-01-02T23:00:00Z,2017-01-02T22:00:00Z,PT60M,25.5,0.0,22.1,0,0,0,0,25.5,81.4,1007.9,217,2.2,155
2017-01-03T00:00:00Z,2017-01-02T23:00:00Z,PT60M,25.8,0.0,22.8,0,0,0,0,25.8,83.4,1007.8,223,2.4,162
2017-01-03T01:00:00Z,2017-01-03T00:00:00Z,PT60M,25.5,0.0,22.9,0,0,0,0,26.1,85.5,1007.6,229,2.3,161
2017-01-03T02:00:00Z,2017-01-03T01:00:00Z,PT60M,24.5,0.0,22.4,0,0,0,0,26.5,87.7,1007.2,241,1.8,151
2017-01-03T03:00:00Z,2017-01-03T02:00:00Z,PT60M,23.6,0.0,21.9,0,0,0,0,26.8,89.9,1006.8,258,1.5,138
2017-01-03T04:00:00Z,2017-01-03T03:00:00Z,PT60M,23.0,0.0,21.4,0,0,0,0,27.0,91.2,1006.7,275,1.3,125
2017-01-03T05:00:00Z,2017-01-03T04:00:00Z,PT60M,22.6,0.0,21.1,0,0,0,0,27.0,91.6,1006.9,290,1.0,111
2017-01-03T06:00:00Z,2017-01-03T05:00:00Z,PT60M,22.2,0.0,20.8,0,0,0,0,27.0,91.9,1007.1,310,0.9,97
2017-01-03T07:00:00Z,2017-01-03T06:00:00Z,PT60M,22.7,8.7,20.7,37,0,0,37,26.9,88.8,1007.5,324,0.9,83
2017-01-03T08:00:00Z,2017-01-03T07:00:00Z,PT60M,24.0,16.8,20.8,152,1,0,153,26.7,82.6,1008.0,330,0.8,70
2017-01-03T09:00:00Z,2017-01-03T08:00:00Z,PT60M,25.3,3.9,20.9,290,126,73,363,26.4,76.9,1008.5,337,0.7,57
2017-01-03T10:00:00Z,2017-01-03T09:00:00Z,PT60M,26.7,0.0,20.9,355,290,205,560,26.1,70.5,1008.5,355,0.7,45
2017-01-03T11:00:00Z,2017-01-03T10:00:00Z,PT60M,28.4,0.0,20.8,398,367,298,697,25.7,63.6,1008.0,13,0.9,36
2017-01-03T12:00:00Z,2017-01-03T11:00:00Z,PT60M,30.0,0.0,20.7,416,401,347,763,25.3,57.5,1007.5,25,1.1,30
2017-01-03T13:00:00Z,2017-01-03T12:00:00Z,PT60M,31.0,0.0,19.8,426,362,309,736,25.1,51.7,1006.8,31,1.1,31
2017-01-03T14:00:00Z,2017-01-03T13:00:00Z,PT60M,31.2,0.0,18.3,389,340,266,656,25.1,46.1,1006.0,41,0.7,38
2017-01-03T15:00:00Z,2017-01-03T14:00:00Z,PT60M,31.4,0.0,16.7,323,292,192,515,25.0,41.2,1005.1,65,0.4,49
2017-01-03T16:00:00Z,2017-01-03T15:00:00Z,PT60M,30.9,0.0,16.6,231,199,97,329,25.1,42.3,1004.8,154,0.3,61
2017-01-03T17:00:00Z,2017-01-03T16:00:00Z,PT60M,29.5,0.0,17.9,118,70,21,139,25.2,49.7,1005.1,201,0.8,74
2017-01-03T18:00:00Z,2017-01-03T17:00:00Z,PT60M,28.2,0.0,19.3,18,3,0,18,25.3,58.5,1005.4,209,1.5,88
2017-01-03T19:00:00Z,2017-01-03T18:00:00Z,PT60M,27.1,0.0,20.1,0,0,0,0,25.5,65.6,1005.9,213,1.8,102
2017-01-03T20:00:00Z,2017-01-03T19:00:00Z,PT60M,26.4,0.0,20.5,0,0,0,0,25.6,70.2,1006.6,215,1.9,116
2017-01-03T21:00:00Z,2017-01-03T20:00:00Z,PT60M,25.6,0.0,20.9,0,0,0,0,25.7,75.1,1007.3,218,2.0,129
2017-01-03T22:00:00Z,2017-01-03T21:00:00Z,PT60M,25.4,0.0,21.5,0,0,0,0,26.2,79.1,1007.5,223,2.0,143
2017-01-03T23:00:00Z,2017-01-03T22:00:00Z,PT60M,25.6,0.0,22.3,0,0,0,0,27.0,82.0,1007.3,231,1.9,155
2017-01-04T00:00:00Z,2017-01-03T23:00:00Z,PT60M,25.8,0.0,23.1,0,0,0,0,27.8,85.0,1007.0,240,1.8,162
2017-01-04T01:00:00Z,2017-01-04T00:00:00Z,PT60M,25.5,0.0,23.2,0,0,0,0,28.1,86.8,1006.6,249,1.6,161
2017-01-04T02:00:00Z,2017-01-04T01:00:00Z,PT60M,24.6,0.0,22.4,0,0,0,0,28.0,87.4,1006.2,263,1.2,151
2017-01-04T03:00:00Z,2017-01-04T02:00:00Z,PT60M,23.8,0.0,21.7,0,0,0,0,27.9,88.0,1005.7,288,0.9,138
2017-01-04T04:00:00Z,2017-01-04T03:00:00Z,PT60M,23.2,0.0,21.1,0,0,0,0,27.7,88.0,1005.7,313,0.9,125
2017-01-04T05:00:00Z,2017-01-04T04:00:00Z,PT60M,22.9,0.0,20.7,0,0,0,0,27.4,87.6,1006.0,326,1.1,111
2017-01-04T06:00:00Z,2017-01-04T05:00:00Z,PT60M,22.5,0.0,20.3,0,0,0,0,27.2,87.0,1006.4,336,1.3,97
2017-01-04T07:00:00Z,2017-01-04T06:00:00Z,PT60M,22.9,8.0,19.9,39,0,0,39,26.9,82.8,1006.9,344,1.4,83
2017-01-04T08:00:00Z,2017-01-04T07:00:00Z,PT60M,24.0,15.9,19.5,149,44,19,168,26.5,75.6,1007.6,353,1.5,70
2017-01-04T09:00:00Z,2017-01-04T08:00:00Z,PT60M,25.2,0.0,19.1,265,235,129,394,26.1,69.0,1008.2,360,1.7,57
2017-01-04T10:00:00Z,2017-01-04T09:00:00Z,PT60M,26.6,0.0,18.9,343,330,233,576,26.1,62.3,1008.2,2,1.5,45
2017-01-04T11:00:00Z,2017-01-04T10:00:00Z,PT60M,28.5,0.0,18.8,389,390,318,706,26.5,55.8,1007.6,359,0.9,36
2017-01-04T12:00:00Z,2017-01-04T11:00:00Z,PT60M,30.3,0.0,18.8,411,410,355,766,26.9,50.1,1006.9,349,0.4,30
2017-01-04T13:00:00Z,2017-01-04T12:00:00Z,PT60M,31.2,0.0,18.4,426,362,310,736,27.1,46.4,1006.2,248,0.2,31
2017-01-04T14:00:00Z,2017-01-04T13:00:00Z,PT60M,31.2,0.0,17.6,402,303,238,640,27.2,44.4,1005.6,215,0.5,38
2017-01-04T15:00:00Z,2017-01-04T14:00:00Z,PT60M,31.1,0.0,16.9,341,220,146,487,27.3,42.6,1004.9,209,0.8,49
2017-01-04T16:00:00Z,2017-01-04T15:00:00Z,PT60M,30.5,0.0,17.1,241,118,59,300,27.3,44.7,1004.7,207,1.3,61
2017-01-04T17:00:00Z,2017-01-04T16:00:00Z,PT60M,29.3,0.0,18.3,117,22,7,124,27.2,51.3,1005.0,208,1.9,74
2017-01-04T18:00:00Z,2017-01-04T17:00:00Z,PT60M,28.2,0.0,19.4,17,0,0,17,27.1,58.9,1005.2,208,2.4,88
2017-01-04T19:00:00Z,2017-01-04T18:00:00Z,PT60M,27.2,0.0,20.1,0,0,0,0,27.0,65.3,1005.8,209,2.7,102
2017-01-04T20:00:00Z,2017-01-04T19:00:00Z,PT60M,26.5,0.0,20.5,0,0,0,0,27.0,69.9,1006.5,211,2.7,115
2017-01-04T21:00:00Z,2017-01-04T20:00:00Z,PT60M,25.7,0.0,20.9,0,0,0,0,27.0,74.9,1007.3,213,2.7,129
2017-01-04T22:00:00Z,2017-01-04T21:00:00Z,PT60M,25.4,0.0,21.4,0,0,0,0,27.3,78.7,1007.5,217,2.7,142
2017-01-04T23:00:00Z,2017-01-04T22:00:00Z,PT60M,25.5,0.0,22.1,0,0,0,0,27.7,81.2,1007.1,221,2.7,155
2017-01-05T00:00:00Z,2017-01-04T23:00:00Z,PT60M,25.7,0.0,22.7,0,0,0,0,28.2,83.8,1006.7,225,2.7,162
2017-01-05T01:00:00Z,2017-01-05T00:00:00Z,PT60M,25.4,0.0,23.0,0,0,0,0,28.6,86.6,1006.3,229,2.6,161
2017-01-05T02:00:00Z,2017-01-05T01:00:00Z,PT60M,24.7,0.0,22.9,0,0,0,0,29.1,89.6,1006.0,234,2.5,151
2017-01-05T03:00:00Z,2017-01-05T02:00:00Z,PT60M,24.0,0.0,22.8,0,0,0,0,29.5,92.7,1005.6,240,2.4,138
2017-01-05T04:00:00Z,2017-01-05T03:00:00Z,PT60M,23.5,0.0,22.6,0,0,0,0,30.1,94.7,1005.6,247,2.3,125
2017-01-05T05:00:00Z,2017-01-05T04:00:00Z,PT60M,23.2,0.0,22.4,0,0,0,0,30.7,95.5,1005.7,255,2.1,111
2017-01-05T06:00:00Z,2017-01-05T05:00:00Z,PT60M,22.8,0.0,22.2,0,0,0,0,31.4,96.2,1005.9,264,2.0,97
2017-01-05T07:00:00Z,2017-01-05T06:00:00Z,PT60M,23.3,6.9,22.3,32,0,0,32,32.0,93.9,1006.2,268,1.9,84
2017-01-05T08:00:00Z,2017-01-05T07:00:00Z,PT60M,24.6,15.4,22.6,125,0,0,125,32.5,88.9,1006.7,269,1.8,70
2017-01-05T09:00:00Z,2017-01-05T08:00:00Z,PT60M,25.9,4.5,23.0,279,25,15,294,33.1,84.2,1007.1,270,1.6,57
2017-01-05T10:00:00Z,2017-01-05T09:00:00Z,PT60M,27.2,0.0,23.1,391,125,89,480,33.6,78.6,1007.1,277,1.5,45
2017-01-05T11:00:00Z,2017-01-05T10:00:00Z,PT60M,28.6,0.0,23.1,456,194,158,614,34.0,72.2,1006.6,290,1.6,36
2017-01-05T12:00:00Z,2017-01-05T11:00:00Z,PT60M,29.9,0.0,23.0,485,220,191,675,34.4,66.3,1006.0,301,1.7,30
2017-01-05T13:00:00Z,2017-01-05T12:00:00Z,PT60M,30.7,0.0,22.4,491,178,153,644,34.8,61.5,1005.4,300,1.6,31
2017-01-05T14:00:00Z,2017-01-05T13:00:00Z,PT60M,30.8,0.0,21.4,446,149,117,564,35.2,57.5,1004.6,284,1.4,38
2017-01-05T15:00:00Z,2017-01-05T14:00:00Z,PT60M,30.8,0.0,20.4,361,106,70,431,35.6,53.7,1003.8,263,1.3,49
2017-01-05T16:00:00Z,2017-01-05T15:00:00Z,PT60M,30.4,0.0,20.2,243,46,23,266,36.0,54.7,1003.5,242,1.4,61
2017-01-05T17:00:00Z,2017-01-05T16:00:00Z,PT60M,29.4,0.0,21.0,112,2,1,113,36.2,60.4,1003.9,228,1.8,74
2017-01-05T18:00:00Z,2017-01-05T17:00:00Z,PT60M,28.5,0.0,21.7,16,0,0,16,36.4,66.8,1004.2,220,2.3,88
2017-01-05T19:00:00Z,2017-01-05T18:00:00Z,PT60M,27.6,0.0,22.2,0,0,0,0,36.5,72.3,1004.7,218,2.5,102
2017-01-05T20:00:00Z,2017-01-05T19:00:00Z,PT60M,26.9,0.0,22.5,0,0,0,0,36.4,76.8,1005.4,220,2.6,115
2017-01-05T21:00:00Z,2017-01-05T20:00:00Z,PT60M,26.3,0.0,22.8,0,0,0,0,36.4,81.5,1006.0,222,2.7,129
2017-01-05T22:00:00Z,2017-01-05T21:00:00Z,PT60M,26.1,0.0,23.3,0,0,0,0,36.3,84.6,1006.3,224,2.8,142
2017-01-05T23:00:00Z,2017-01-05T22:00:00Z,PT60M,26.4,0.0,23.8,0,0,0,0,36.1,85.9,1006.1,227,2.9,155
2017-01-06T00:00:00Z,2017-01-05T23:00:00Z,PT60M,26.6,0.0,24.3,0,0,0,0,36.0,87.1,1005.9,230,3.0,163
2017-01-06T01:00:00Z,2017-01-06T00:00:00Z,PT60M,26.4,0.0,24.4,0,0,0,0,36.1,88.8,1005.6,232,2.9,161
2017-01-06T02:00:00Z,2017-01-06T01:00:00Z,PT60M,25.7,0.0,24.0,0,0,0,0,36.4,90.7,1005.3,234,2.6,151
2017-01-06T03:00:00Z,2017-01-06T02:00:00Z,PT60M,24.9,0.0,23.7,0,0,0,0,36.7,92.8,1005.0,237,2.4,138
2017-01-06T04:00:00Z,2017-01-06T03:00:00Z,PT60M,24.4,0.0,23.4,0,0,0,0,37.1,94.2,1005.1,242,2.1,125
2017-01-06T05:00:00Z,2017-01-06T04:00:00Z,PT60M,24.1,0.0,23.2,0,0,0,0,37.8,95.1,1005.4,252,1.8,111
2017-01-06T06:00:00Z,2017-01-06T05:00:00Z,PT60M,23.7,0.0,23.1,0,0,0,0,38.4,96.0,1005.8,266,1.6,97
2017-01-06T07:00:00Z,2017-01-06T06:00:00Z,PT60M,24.1,10.2,23.1,32,0,0,32,38.8,93.8,1006.3,276,1.5,84
2017-01-06T08:00:00Z,2017-01-06T07:00:00Z,PT60M,25.2,6.9,23.3,149,19,8,156,39.0,88.9,1006.9,282,1.4,70
2017-01-06T09:00:00Z,2017-01-06T08:00:00Z,PT60M,26.4,3.4,23.5,289,76,45,334,39.3,84.3,1007.5,288,1.4,57
2017-01-06T10:00:00Z,2017-01-06T09:00:00Z,PT60M,27.6,0.0,23.6,374,206,146,520,39.3,78.9,1007.5,297,1.2,45
2017-01-06T11:00:00Z,2017-01-06T10:00:00Z,PT60M,28.8,0.0,23.5,430,272,222,652,39.0,73.0,1006.9,314,1.0,35
2017-01-06T12:00:00Z,2017-01-06T11:00:00Z,PT60M,30.1,0.0,23.4,449,316,274,722,38.7,67.5,1006.4,339,0.9,30
2017-01-06T13:00:00Z,2017-01-06T12:00:00Z,PT60M,30.8,0.0,22.9,425,359,307,732,38.5,63.1,1005.7,343,0.6,31
2017-01-06T14:00:00Z,2017-01-06T13:00:00Z,PT60M,30.8,0.0,22.0,388,339,267,655,38.4,59.4,1004.8,265,0.3,38
2017-01-06T15:00:00Z,2017-01-06T14:00:00Z,PT60M,30.9,0.0,21.1,329,268,178,508,38.3,56.0,1003.9,215,0.7,49
2017-01-06T16:00:00Z,2017-01-06T15:00:00Z,PT60M,30.5,0.0,21.0,240,137,69,309,38.2,56.9,1003.7,205,1.3,61
2017-01-06T17:00:00Z,2017-01-06T16:00:00Z,PT60M,29.6,0.0,21.6,120,32,11,131,38.2,62.4,1004.0,202,2.0,74
2017-01-06T18:00:00Z,2017-01-06T17:00:00Z,PT60M,28.7,0.0,22.3,19,0,0,19,38.2,68.4,1004.4,201,2.6,88
2017-01-06T19:00:00Z,2017-01-06T18:00:00Z,PT60M,27.9,0.0,22.8,0,0,0,0,38.0,73.7,1004.9,201,2.9,101
2017-01-06T20:00:00Z,2017-01-06T19:00:00Z,PT60M,27.2,0.0,23.1,0,0,0,0,37.7,78.1,1005.6,202,2.9,115
2017-01-06T21:00:00Z,2017-01-06T20:00:00Z,PT60M,26.5,0.0,23.4,0,0,0,0,37.5,82.7,1006.2,203,2.9,129
2017-01-06T22:00:00Z,2017-01-06T21:00:00Z,PT60M,26.3,0.0,23.8,0,0,0,0,37.4,86.1,1006.5,204,2.8,142
2017-01-06T23:00:00Z,2017-01-06T22:00:00Z,PT60M,26.4,2.6,24.3,0,0,0,0,37.5,88.3,1006.5,205,2.7,155
2017-01-07T00:00:00Z,2017-01-06T23:00:00Z,PT60M,26.5,51.1,24.9,0,0,0,0,37.6,90.6,1006.5,206,2.5,163
2017-01-07T01:00:00Z,2017-01-07T00:00:00Z,PT60M,26.3,52.0,25.0,0,0,0,0,37.8,92.4,1006.4,207,2.4,161
2017-01-07T02:00:00Z,2017-01-07T01:00:00Z,PT60M,25.8,51.7,24.7,0,0,0,0,37.9,93.7,1006.2,209,2.3,151
2017-01-07T03:00:00Z,2017-01-07T02:00:00Z,PT60M,25.3,49.9,24.4,0,0,0,0,38.0,95.1,1006.0,212,2.3,139
2017-01-07T04:00:00Z,2017-01-07T03:00:00Z,PT60M,25.0,15.6,24.3,0,0,0,0,38.0,95.6,1006.1,214,2.2,125
2017-01-07T05:00:00Z,2017-01-07T04:00:00Z,PT60M,25.1,45.0,24.2,0,0,0,0,37.9,95.3,1006.4,215,2.1,111
2017-01-07T06:00:00Z,2017-01-07T05:00:00Z,PT60M,25.1,35.3,24.2,0,0,0,0,37.8,94.9,1006.8,217,2.0,97
2017-01-07T07:00:00Z,2017-01-07T06:00:00Z,PT60M,25.4,17.1,24.1,32,0,0,32,37.7,92.7,1007.2,216,1.8,84
2017-01-07T08:00:00Z,2017-01-07T07:00:00Z,PT60M,25.9,22.4,23.9,118,0,0,118,37.5,88.7,1007.7,212,1.7,70
2017-01-07T09:00:00Z,2017-01-07T08:00:00Z,PT60M,26.4,9.1,23.7,271,47,27,298,37.3,84.9,1008.2,207,1.6,57
2017-01-07T10:00:00Z,2017-01-07T09:00:00Z,PT60M,27.3,13.5,23.7,416,46,35,450,37.0,80.8,1008.3,204,1.5,45
2017-01-07T11:00:00Z,2017-01-07T10:00:00Z,PT60M,28.5,1.3,23.9,446,246,200,646,36.6,76.5,1007.9,203,1.5,35
2017-01-07T12:00:00Z,2017-01-07T11:00:00Z,PT60M,29.6,7.6,24.1,546,123,106,653,36.2,72.4,1007.5,202,1.6,30
2017-01-07T13:00:00Z,2017-01-07T12:00:00Z,PT60M,30.2,6.0,23.8,559,35,30,589,36.1,68.7,1007.0,201,1.7,31
2017-01-07T14:00:00Z,2017-01-07T13:00:00Z,PT60M,30.2,1.0,23.0,477,75,59,537,36.4,65.3,1006.4,200,2.0,38
2017-01-07T15:00:00Z,2017-01-07T14:00:00Z,PT60M,30.2,0.0,22.1,382,43,29,411,36.6,62.1,1005.9,199,2.3,49
