PeriodEnd,PeriodStart,Period,AirTemp,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2018-11-18T20:00:00Z,2018-11-18T19:00:00Z,PT60M,25.9,0.0,24.4,0,0,0,0,48.6,91.4,1007.4,203,1.8,120
2018-11-18T21:00:00Z,2018-11-18T20:00:00Z,PT60M,25.6,0.0,24.2,0,0,0,0,48.4,91.7,1008.1,198,1.8,134
2018-11-18T22:00:00Z,2018-11-18T21:00:00Z,PT60M,25.7,0.0,24.1,0,0,0,0,48.3,91.1,1008.1,208,1.7,148
2018-11-18T23:00:00Z,2018-11-18T22:00:00Z,PT60M,25.9,0.0,24.1,0,0,0,0,48.4,89.7,1007.3,235,1.7,160
2018-11-19T00:00:00Z,2018-11-18T23:00:00Z,PT60M,26.2,0.0,24.1,0,0,0,0,48.5,88.3,1006.6,257,2.1,167
2018-11-19T01:00:00Z,2018-11-19T00:00:00Z,PT60M,26.1,0.0,24.2,0,0,0,0,48.4,89.0,1006.0,266,2.2,161
2018-11-19T02:00:00Z,2018-11-19T01:00:00Z,PT60M,25.7,0.0,24.3,0,0,0,0,48.2,91.9,1005.5,267,2.1,149
2018-11-19T03:00:00Z,2018-11-19T02:00:00Z,PT60M,25.3,0.0,24.4,0,0,0,0,48.0,94.8,1005.1,269,2.0,135
2018-11-19T04:00:00Z,2018-11-19T03:00:00Z,PT60M,25.0,0.0,24.4,0,0,0,0,47.5,96.4,1005.0,273,1.8,121
2018-11-19T05:00:00Z,2018-11-19T04:00:00Z,PT60M,24.9,0.0,24.4,0,0,0,0,46.7,96.7,1005.2,280,1.7,107
2018-11-19T06:00:00Z,2018-11-19T05:00:00Z,PT60M,24.9,1.3,24.4,5,1,0,5,46.0,97.0,1005.4,287,1.6,93
2018-11-19T07:00:00Z,2018-11-19T06:00:00Z,PT60M,25.3,62.6,24.4,35,0,0,35,45.7,94.8,1005.8,286,1.4,79
2018-11-19T08:00:00Z,2018-11-19T07:00:00Z,PT60M,26.3,80.3,24.6,67,0,0,67,45.7,90.3,1006.4,269,1.1,65
2018-11-19T09:00:00Z,2018-11-19T08:00:00Z,PT60M,27.3,58.5,24.8,230,0,0,230,45.8,86.1,1007.0,244,0.9,52
2018-11-19T10:00:00Z,2018-11-19T09:00:00Z,PT60M,28.1,61.7,25.0,255,0,0,255,46.2,82.9,1007.0,211,0.9,40
2018-11-19T11:00:00Z,2018-11-19T10:00:00Z,PT60M,28.7,45.9,25.1,416,6,6,422,47.1,80.6,1006.6,177,1.0,30
2018-11-19T12:00:00Z,2018-11-19T11:00:00Z,PT60M,29.3,20.0,25.1,565,105,94,660,47.9,78.4,1006.2,157,1.4,26
2018-11-19T13:00:00Z,2018-11-19T12:00:00Z,PT60M,29.2,44.7,25.1,430,21,19,449,48.5,78.8,1005.7,155,1.6,30
2018-11-19T14:00:00Z,2018-11-19T13:00:00Z,PT60M,28.3,55.8,24.9,309,0,0,309,48.8,81.7,1005.2,163,1.7,39
2018-11-19T15:00:00Z,2018-11-19T14:00:00Z,PT60M,27.5,39.2,24.7,321,21,11,332,49.2,84.7,1004.6,170,1.8,51
2018-11-19T16:00:00Z,2018-11-19T15:00:00Z,PT60M,26.9,6.7,24.5,190,261,123,313,49.7,87.0,1004.7,175,1.8,64
2018-11-19T17:00:00Z,2018-11-19T16:00:00Z,PT60M,26.4,40.4,24.4,74,0,0,74,50.5,88.6,1005.3,177,1.8,78
2018-11-19T18:00:00Z,2018-11-19T17:00:00Z,PT60M,26.0,24.5,24.3,5,0,0,5,51.2,90.2,1005.9,179,1.7,92
2018-11-19T19:00:00Z,2018-11-19T18:00:00Z,PT60M,25.7,0.0,24.1,0,0,0,0,51.6,91.0,1006.4,189,1.7,106
2018-11-19T20:00:00Z,2018-11-19T19:00:00Z,PT60M,25.4,0.0,23.9,0,0,0,0,51.6,91.1,1006.9,205,1.8,120
2018-11-19T21:00:00Z,2018-11-19T20:00:00Z,PT60M,25.2,0.0,23.7,0,0,0,0,51.6,91.3,1007.3,219,2.0,134
2018-11-19T22:00:00Z,2018-11-19T21:00:00Z,PT60M,25.3,0.0,23.7,0,0,0,0,51.4,91.0,1007.3,231,2.1,148
2018-11-19T23:00:00Z,2018-11-19T22:00:00Z,PT60M,25.6,27.7,23.9,0,0,0,0,50.9,90.3,1006.8,244,2.1,160
2018-11-20T00:00:00Z,2018-11-19T23:00:00Z,PT60M,25.9,51.9,24.1,0,0,0,0,50.4,89.6,1006.2,255,2.2,166
2018-11-20T01:00:00Z,2018-11-20T00:00:00Z,PT60M,25.8,56.4,24.0,0,0,0,0,50.5,89.9,1005.8,259,2.3,161
2018-11-20T02:00:00Z,2018-11-20T01:00:00Z,PT60M,25.3,48.5,23.7,0,0,0,0,51.2,91.1,1005.5,257,2.2,149
2018-11-20T03:00:00Z,2018-11-20T02:00:00Z,PT60M,24.8,52.0,23.4,0,0,0,0,51.9,92.3,1005.3,254,2.1,135
2018-11-20T04:00:00Z,2018-11-20T03:00:00Z,PT60M,24.5,52.0,23.3,0,0,0,0,52.4,92.9,1005.4,248,2.1,121
2018-11-20T05:00:00Z,2018-11-20T04:00:00Z,PT60M,24.5,51.3,23.2,0,0,0,0,52.7,92.7,1005.8,238,2.0,107
2018-11-20T06:00:00Z,2018-11-20T05:00:00Z,PT60M,24.5,50.8,23.2,3,1,0,3,53.0,92.5,1006.3,228,2.0,93
2018-11-20T07:00:00Z,2018-11-20T06:00:00Z,PT60M,25.1,1.9,23.3,82,89,20,102,53.3,89.8,1006.9,220,2.0,79
2018-11-20T08:00:00Z,2018-11-20T07:00:00Z,PT60M,26.3,18.6,23.6,227,50,19,246,53.4,84.8,1007.5,212,1.8,65
2018-11-20T09:00:00Z,2018-11-20T08:00:00Z,PT60M,27.5,37.7,23.8,322,0,0,322,53.5,80.2,1008.1,202,1.7,52
2018-11-20T10:00:00Z,2018-11-20T09:00:00Z,PT60M,28.5,60.1,24.1,280,0,0,280,53.3,77.1,1008.3,195,1.6,40
2018-11-20T11:00:00Z,2018-11-20T10:00:00Z,PT60M,29.2,58.7,24.5,334,0,0,334,53.0,75.4,1008.1,190,1.4,30
2018-11-20T12:00:00Z,2018-11-20T11:00:00Z,PT60M,30.0,56.3,24.8,371,0,0,371,52.7,73.8,1007.9,184,1.3,26
2018-11-20T13:00:00Z,2018-11-20T12:00:00Z,PT60M,30.1,47.1,24.7,418,0,0,418,52.4,73.0,1007.4,184,1.2,30
2018-11-20T14:00:00Z,2018-11-20T13:00:00Z,PT60M,29.5,43.1,24.1,383,0,0,383,52.2,73.0,1006.6,192,1.2,39
2018-11-20T15:00:00Z,2018-11-20T14:00:00Z,PT60M,28.9,28.0,23.6,370,0,0,370,51.9,73.1,1005.9,199,1.3,51
2018-11-20T16:00:00Z,2018-11-20T15:00:00Z,PT60M,28.4,31.8,23.4,224,0,0,224,51.5,74.3,1005.6,203,1.3,64
2018-11-20T17:00:00Z,2018-11-20T16:00:00Z,PT60M,27.9,30.7,23.5,74,1,0,74,51.0,76.8,1005.8,205,1.4,78
2018-11-20T18:00:00Z,2018-11-20T17:00:00Z,PT60M,27.5,0.2,23.6,6,2,0,7,50.5,79.4,1006.1,206,1.5,92
2018-11-20T19:00:00Z,2018-11-20T18:00:00Z,PT60M,27.1,25.2,23.7,0,0,0,0,49.8,81.7,1006.5,207,1.6,106
2018-11-20T20:00:00Z,2018-11-20T19:00:00Z,PT60M,26.7,14.9,23.7,0,0,0,0,48.8,83.6,1007.0,209,1.6,120
2018-11-20T21:00:00Z,2018-11-20T20:00:00Z,PT60M,26.3,0.0,23.7,0,0,0,0,47.8,85.6,1007.6,211,1.7,134
2018-11-20T22:00:00Z,2018-11-20T21:00:00Z,PT60M,26.3,0.0,23.9,0,0,0,0,47.3,86.8,1007.8,219,1.7,148
2018-11-20T23:00:00Z,2018-11-20T22:00:00Z,PT60M,26.7,0.0,24.4,0,0,0,0,47.2,87.2,1007.6,232,1.8,160
2018-11-21T00:00:00Z,2018-11-20T23:00:00Z,PT60M,27.0,0.0,24.8,0,0,0,0,47.1,87.6,1007.4,243,2.0,166
2018-11-21T01:00:00Z,2018-11-21T00:00:00Z,PT60M,26.9,0.0,24.8,0,0,0,0,46.8,88.5,1007.1,250,2.0,161
2018-11-21T02:00:00Z,2018-11-21T01:00:00Z,PT60M,26.3,0.0,24.5,0,0,0,0,46.4,89.9,1006.6,255,1.9,149
2018-11-21T03:00:00Z,2018-11-21T02:00:00Z,PT60M,25.8,0.0,24.2,0,0,0,0,46.1,91.3,1006.1,261,1.8,135
2018-11-21T04:00:00Z,2018-11-21T03:00:00Z,PT60M,25.4,0.0,24.1,0,0,0,0,45.7,92.5,1006.0,265,1.8,121
2018-11-21T05:00:00Z,2018-11-21T04:00:00Z,PT60M,25.1,0.0,24.0,0,0,0,0,45.3,93.4,1006.3,267,1.7,107
2018-11-21T06:00:00Z,2018-11-21T05:00:00Z,PT60M,24.9,1.1,23.9,4,1,0,4,44.9,94.2,1006.6,269,1.5,93
2018-11-21T07:00:00Z,2018-11-21T06:00:00Z,PT60M,25.5,13.7,23.9,78,73,20,99,44.7,91.2,1007.0,267,1.5,79
2018-11-21T08:00:00Z,2018-11-21T07:00:00Z,PT60M,26.7,7.8,24.0,194,233,92,286,44.7,85.0,1007.4,260,1.4,65
2018-11-21T09:00:00Z,2018-11-21T08:00:00Z,PT60M,28.0,22.3,24.0,347,112,73,420,44.6,79.2,1007.7,253,1.4,52
2018-11-21T10:00:00Z,2018-11-21T09:00:00Z,PT60M,29.0,22.0,24.2,460,120,94,554,44.6,75.3,1007.8,250,1.5,40
2018-11-21T11:00:00Z,2018-11-21T10:00:00Z,PT60M,29.9,33.8,24.5,530,15,13,542,44.7,73.0,1007.4,250,1.6,31
2018-11-21T12:00:00Z,2018-11-21T11:00:00Z,PT60M,30.8,21.2,24.8,559,136,122,680,44.8,70.8,1007.0,251,1.8,27
2018-11-21T13:00:00Z,2018-11-21T12:00:00Z,PT60M,30.8,14.6,24.8,467,279,240,707,45.1,70.4,1006.4,248,2.0,30
2018-11-21T14:00:00Z,2018-11-21T13:00:00Z,PT60M,30.1,2.8,24.5,296,527,405,701,45.6,71.8,1005.7,242,2.2,39
2018-11-21T15:00:00Z,2018-11-21T14:00:00Z,PT60M,29.4,0.0,24.2,220,531,334,555,46.1,73.3,1004.9,237,2.5,51
2018-11-21T16:00:00Z,2018-11-21T15:00:00Z,PT60M,28.8,0.0,24.1,163,403,179,342,46.4,75.6,1004.7,232,2.7,64
2018-11-21T17:00:00Z,2018-11-21T16:00:00Z,PT60M,28.4,0.0,24.3,82,177,44,126,46.5,78.7,1005.2,228,2.8,78
2018-11-21T18:00:00Z,2018-11-21T17:00:00Z,PT60M,27.9,0.0,24.5,6,5,1,7,46.6,82.0,1005.6,224,3.0,92
2018-11-21T19:00:00Z,2018-11-21T18:00:00Z,PT60M,27.5,0.0,24.6,0,0,0,0,46.5,84.2,1006.3,222,3.1,106
2018-11-21T20:00:00Z,2018-11-21T19:00:00Z,PT60M,27.2,0.0,24.5,0,0,0,0,46.0,85.2,1007.2,222,3.0,120
2018-11-21T21:00:00Z,2018-11-21T20:00:00Z,PT60M,27.0,0.0,24.5,0,0,0,0,45.5,86.3,1008.1,221,2.9,134
2018-11-21T22:00:00Z,2018-11-21T21:00:00Z,PT60M,27.0,0.0,24.6,0,0,0,0,44.8,86.9,1008.3,225,2.8,148
2018-11-21T23:00:00Z,2018-11-21T22:00:00Z,PT60M,27.2,0.0,24.9,0,0,0,0,44.0,87.1,1008.0,234,2.5,160
2018-11-22T00:00:00Z,2018-11-21T23:00:00Z,PT60M,27.4,0.0,25.1,0,0,0,0,43.1,87.2,1007.7,246,2.3,166
2018-11-22T01:00:00Z,2018-11-22T00:00:00Z,PT60M,27.2,0.0,25.0,0,0,0,0,42.4,87.5,1007.2,252,2.3,160
2018-11-22T02:00:00Z,2018-11-22T01:00:00Z,PT60M,26.7,0.0,24.5,0,0,0,0,42.1,88.0,1006.6,254,2.4,148
2018-11-22T03:00:00Z,2018-11-22T02:00:00Z,PT60M,26.1,0.0,24.0,0,0,0,0,41.7,88.5,1005.9,255,2.4,135
2018-11-22T04:00:00Z,2018-11-22T03:00:00Z,PT60M,25.7,0.0,23.8,0,0,0,0,41.3,89.3,1005.7,257,2.4,121
2018-11-22T05:00:00Z,2018-11-22T04:00:00Z,PT60M,25.5,0.0,23.8,0,0,0,0,41.0,90.3,1005.8,258,2.2,107
2018-11-22T06:00:00Z,2018-11-22T05:00:00Z,PT60M,25.2,3.8,23.7,4,4,0,5,40.7,91.3,1006.0,260,2.0,93
2018-11-22T07:00:00Z,2018-11-22T06:00:00Z,PT60M,25.7,0.3,23.7,71,226,51,122,40.3,88.8,1006.3,259,1.9,79
2018-11-22T08:00:00Z,2018-11-22T07:00:00Z,PT60M,26.8,2.0,23.7,151,438,186,337,40.0,83.1,1006.8,254,1.9,65
2018-11-22T09:00:00Z,2018-11-22T08:00:00Z,PT60M,27.9,3.4,23.7,216,538,325,542,39.7,77.8,1007.2,250,1.8,52
2018-11-22T10:00:00Z,2018-11-22T09:00:00Z,PT60M,29.0,23.4,24.0,464,131,101,565,39.8,74.4,1007.2,246,2.0,40
2018-11-22T11:00:00Z,2018-11-22T10:00:00Z,PT60M,29.9,32.8,24.5,547,29,24,571,40.4,72.7,1006.7,244,2.2,31
2018-11-22T12:00:00Z,2018-11-22T11:00:00Z,PT60M,30.8,36.2,25.0,560,7,6,567,41.0,71.1,1006.2,242,2.5,27
2018-11-22T13:00:00Z,2018-11-22T12:00:00Z,PT60M,30.7,24.4,25.2,560,79,69,629,41.6,72.5,1005.6,239,2.5,30
2018-11-22T14:00:00Z,2018-11-22T13:00:00Z,PT60M,29.7,24.0,25.3,474,96,77,551,42.1,77.2,1005.0,233,2.4,39
2018-11-22T15:00:00Z,2018-11-22T14:00:00Z,PT60M,28.6,32.3,25.3,377,0,0,377,42.6,82.3,1004.4,227,2.3,51
2018-11-22T16:00:00Z,2018-11-22T15:00:00Z,PT60M,27.8,30.0,25.2,227,8,3,229,42.9,85.9,1004.4,222,2.3,64
2018-11-22T17:00:00Z,2018-11-22T16:00:00Z,PT60M,27.3,2.0,25.1,90,131,30,120,43.2,87.9,1004.9,221,2.3,78
2018-11-22T18:00:00Z,2018-11-22T17:00:00Z,PT60M,26.8,0.0,25.0,7,5,0,7,43.5,89.9,1005.3,219,2.3,92
2018-11-22T19:00:00Z,2018-11-22T18:00:00Z,PT60M,26.5,0.0,24.9,0,0,0,0,43.3,91.2,1005.9,218,2.3,106
2018-11-22T20:00:00Z,2018-11-22T19:00:00Z,PT60M,26.3,0.0,24.8,0,0,0,0,42.8,91.7,1006.7,218,2.2,120
2018-11-22T21:00:00Z,2018-11-22T20:00:00Z,PT60M,26.0,0.0,24.7,0,0,0,0,42.4,92.2,1007.5,219,2.1,134
2018-11-22T22:00:00Z,2018-11-22T21:00:00Z,PT60M,26.0,0.0,24.6,0,0,0,0,41.8,92.0,1007.6,223,2.0,147
2018-11-22T23:00:00Z,2018-11-22T22:00:00Z,PT60M,26.2,0.0,24.7,0,0,0,0,41.1,91.1,1007.2,234,1.8,160
2018-11-23T00:00:00Z,2018-11-22T23:00:00Z,PT60M,26.4,0.0,24.7,0,0,0,0,40.4,90.3,1006.8,245,1.8,166
2018-11-23T01:00:00Z,2018-11-23T00:00:00Z,PT60M,26.3,0.0,24.6,0,0,0,0,40.0,90.7,1006.3,250,1.9,160
2018-11-23T02:00:00Z,2018-11-23T01:00:00Z,PT60M,25.8,0.0,24.4,0,0,0,0,39.8,92.2,1005.8,249,2.0,148
2018-11-23T03:00:00Z,2018-11-23T02:00:00Z,PT60M,25.3,0.0,24.3,0,0,0,0,39.6,93.8,1005.2,249,2.1,135
2018-11-23T04:00:00Z,2018-11-23T03:00:00Z,PT60M,25.0,0.0,24.1,0,0,0,0,39.4,94.4,1005.1,249,2.2,121
2018-11-23T05:00:00Z,2018-11-23T04:00:00Z,PT60M,24.9,0.0,23.8,0,0,0,0,39.1,93.9,1005.4,249,2.2,107
2018-11-23T06:00:00Z,2018-11-23T05:00:00Z,PT60M,24.7,2.3,23.6,4,1,0,4,38.8,93.4,1005.7,249,2.2,93
2018-11-23T07:00:00Z,2018-11-23T06:00:00Z,PT60M,25.3,55.6,23.6,48,0,0,48,38.7,90.6,1006.1,245,2.1,79
2018-11-23T08:00:00Z,2018-11-23T07:00:00Z,PT60M,26.5,20.0,24.0,175,217,103,278,38.7,85.9,1006.7,237,1.9,65
2018-11-23T09:00:00Z,2018-11-23T08:00:00Z,PT60M,27.8,14.2,24.3,303,283,164,467,38.7,81.5,1007.2,226,1.8,52
2018-11-23T10:00:00Z,2018-11-23T09:00:00Z,PT60M,28.9,15.5,24.7,407,278,208,614,39.4,78.1,1007.1,219,1.5,40
2018-11-23T11:00:00Z,2018-11-23T10:00:00Z,PT60M,30.0,12.5,25.2,424,365,313,737,40.6,75.5,1006.5,216,1.2,31
2018-11-23T12:00:00Z,2018-11-23T11:00:00Z,PT60M,31.0,16.7,25.6,488,279,249,736,41.9,73.0,1005.9,211,0.8,27
2018-11-23T13:00:00Z,2018-11-23T12:00:00Z,PT60M,31.1,1.9,25.4,268,658,566,834,42.5,71.9,1005.3,203,0.8,30
2018-11-23T14:00:00Z,2018-11-23T13:00:00Z,PT60M,30.3,0.0,24.6,217,683,527,745,42.4,72.0,1004.7,197,1.0,39
2018-11-23T15:00:00Z,2018-11-23T14:00:00Z,PT60M,29.4,0.0,23.9,188,618,388,576,42.4,72.2,1004.1,194,1.2,51
2018-11-23T16:00:00Z,2018-11-23T15:00:00Z,PT60M,28.7,0.0,23.6,147,481,213,359,42.0,73.8,1003.9,195,1.4,64
2018-11-23T17:00:00Z,2018-11-23T16:00:00Z,PT60M,28.2,0.0,23.8,78,241,58,136,41.3,76.9,1004.2,198,1.6,78
2018-11-23T18:00:00Z,2018-11-23T17:00:00Z,PT60M,27.7,0.0,24.0,7,10,1,8,40.7,80.1,1004.5,201,1.8,92
2018-11-23T19:00:00Z,2018-11-23T18:00:00Z,PT60M,27.3,0.0,24.1,0,0,0,0,40.2,82.8,1005.1,203,1.8,106
2018-11-23T20:00:00Z,2018-11-23T19:00:00Z,PT60M,26.9,0.0,24.1,0,0,0,0,40.0,84.9,1006.0,203,1.8,120
2018-11-23T21:00:00Z,2018-11-23T20:00:00Z,PT60M,26.4,0.0,24.1,0,0,0,0,39.8,87.1,1006.8,204,1.7,134
2018-11-23T22:00:00Z,2018-11-23T21:00:00Z,PT60M,26.4,0.0,24.2,0,0,0,0,39.8,87.9,1007.0,207,1.8,147
2018-11-23T23:00:00Z,2018-11-23T22:00:00Z,PT60M,26.8,0.0,24.5,0,0,0,0,40.0,87.5,1006.4,213,2.0,159
2018-11-24T00:00:00Z,2018-11-23T23:00:00Z,PT60M,27.1,0.0,24.8,0,0,0,0,40.2,87.0,1005.8,218,2.2,166
2018-11-24T01:00:00Z,2018-11-24T00:00:00Z,PT60M,27.0,0.0,24.8,0,0,0,0,40.5,87.8,1005.4,223,2.2,160
2018-11-24T02:00:00Z,2018-11-24T01:00:00Z,PT60M,26.5,0.0,24.7,0,0,0,0,40.8,89.9,1005.2,229,2.0,148
2018-11-24T03:00:00Z,2018-11-24T02:00:00Z,PT60M,26.0,0.0,24.6,0,0,0,0,41.2,92.0,1004.9,237,1.8,135
2018-11-24T04:00:00Z,2018-11-24T03:00:00Z,PT60M,25.7,0.0,24.5,0,0,0,0,41.5,93.3,1005.0,244,1.7,121
2018-11-24T05:00:00Z,2018-11-24T04:00:00Z,PT60M,25.5,0.0,24.4,0,0,0,0,41.8,93.8,1005.4,248,1.6,107
2018-11-24T06:00:00Z,2018-11-24T05:00:00Z,PT60M,25.3,0.0,24.3,4,4,0,5,42.2,94.3,1005.9,253,1.6,93
2018-11-24T07:00:00Z,2018-11-24T06:00:00Z,PT60M,25.9,0.0,24.3,72,192,43,115,42.6,90.9,1006.4,254,1.6,79
2018-11-24T08:00:00Z,2018-11-24T07:00:00Z,PT60M,27.2,0.3,24.3,150,431,182,331,43.2,84.3,1007.0,253,1.5,65
2018-11-24T09:00:00Z,2018-11-24T08:00:00Z,PT60M,28.5,13.8,24.3,310,263,163,472,43.8,78.2,1007.5,250,1.4,52
2018-11-24T10:00:00Z,2018-11-24T09:00:00Z,PT60M,29.5,18.9,24.4,460,149,113,573,44.4,73.7,1007.7,251,1.3,41
2018-11-24T11:00:00Z,2018-11-24T10:00:00Z,PT60M,30.4,20.3,24.5,529,144,123,652,45.1,70.6,1007.3,254,1.1,31
2018-11-24T12:00:00Z,2018-11-24T11:00:00Z,PT60M,31.2,28.2,24.5,593,29,25,618,45.7,67.7,1007.0,260,0.9,27
2018-11-24T13:00:00Z,2018-11-24T12:00:00Z,PT60M,31.2,13.2,24.3,449,311,269,717,45.7,66.8,1006.5,267,0.8,31
2018-11-24T14:00:00Z,2018-11-24T13:00:00Z,PT60M,30.3,5.7,23.7,329,460,350,679,45.0,67.8,1005.8,276,0.7,39
2018-11-24T15:00:00Z,2018-11-24T14:00:00Z,PT60M,29.4,0.0,23.1,217,542,340,557,44.4,68.8,1005.0,289,0.6,51
2018-11-24T16:00:00Z,2018-11-24T15:00:00Z,PT60M,28.7,0.0,23.1,160,422,187,347,43.9,71.7,1004.9,265,0.6,64
2018-11-24T17:00:00Z,2018-11-24T16:00:00Z,PT60M,28.1,0.0,23.6,82,203,49,131,43.7,76.5,1005.3,228,1.0,78
2018-11-24T18:00:00Z,2018-11-24T17:00:00Z,PT60M,27.6,0.0,24.1,7,8,1,8,43.4,81.6,1005.7,215,1.5,92
2018-11-24T19:00:00Z,2018-11-24T18:00:00Z,PT60M,27.1,0.0,24.4,0,0,0,0,43.3,85.0,1006.2,213,1.8,106
2018-11-24T20:00:00Z,2018-11-24T19:00:00Z,PT60M,26.8,0.0,24.3,0,0,0,0,43.3,86.4,1006.9,215,1.9,120
2018-11-24T21:00:00Z,2018-11-24T20:00:00Z,PT60M,26.4,0.0,24.2,0,0,0,0,43.2,87.8,1007.5,217,2.1,134
2018-11-24T22:00:00Z,2018-11-24T21:00:00Z,PT60M,26.4,0.0,24.3,0,0,0,0,43.3,88.3,1007.7,223,2.1,147
2018-11-24T23:00:00Z,2018-11-24T22:00:00Z,PT60M,26.7,0.0,24.6,0,0,0,0,43.3,87.9,1007.4,235,2.2,159
2018-11-25T00:00:00Z,2018-11-24T23:00:00Z,PT60M,27.1,0.0,24.8,0,0,0,0,43.4,87.4,1007.0,245,2.3,165
2018-11-25T01:00:00Z,2018-11-25T00:00:00Z,PT60M,27.0,0.0,24.8,0,0,0,0,43.6,88.1,1006.7,250,2.3,160
2018-11-25T02:00:00Z,2018-11-25T01:00:00Z,PT60M,26.6,0.0,24.7,0,0,0,0,43.8,89.8,1006.3,249,2.3,148
2018-11-25T03:00:00Z,2018-11-25T02:00:00Z,PT60M,26.1,0.0,24.6,0,0,0,0,44.1,91.6,1005.9,249,2.3,135
2018-11-25T04:00:00Z,2018-11-25T03:00:00Z,PT60M,25.8,0.0,24.6,0,0,0,0,44.2,92.9,1005.9,249,2.2,121
2018-11-25T05:00:00Z,2018-11-25T04:00:00Z,PT60M,25.7,0.0,24.6,0,0,0,0,44.2,93.6,1006.3,250,2.1,107
2018-11-25T06:00:00Z,2018-11-25T05:00:00Z,PT60M,25.6,0.0,24.6,4,4,0,4,44.2,94.2,1006.6,251,2.0,93
2018-11-25T07:00:00Z,2018-11-25T06:00:00Z,PT60M,26.0,20.8,24.6,81,32,7,88,44.1,92.0,1006.9,251,1.9,79
2018-11-25T08:00:00Z,2018-11-25T07:00:00Z,PT60M,27.0,13.5,24.7,213,188,68,281,43.9,87.4,1007.3,251,1.8,66
2018-11-25T09:00:00Z,2018-11-25T08:00:00Z,PT60M,27.9,27.6,24.8,347,83,56,403,43.7,83.0,1007.7,251,1.8,53
2018-11-25T10:00:00Z,2018-11-25T09:00:00Z,PT60M,29.0,11.4,24.7,360,373,286,647,43.2,77.7,1007.4,252,1.6,41
2018-11-25T11:00:00Z,2018-11-25T10:00:00Z,PT60M,30.2,3.4,24.6,289,613,525,814,42.5,72.0,1006.5,257,1.3,31
2018-11-25T12:00:00Z,2018-11-25T11:00:00Z,PT60M,31.4,0.0,24.5,245,718,637,882,41.8,66.7,1005.7,264,1.0,27
2018-11-25T13:00:00Z,2018-11-25T12:00:00Z,PT60M,32.0,0.0,24.1,249,693,596,844,41.6,63.2,1004.9,258,0.9,31
2018-11-25T14:00:00Z,2018-11-25T13:00:00Z,PT60M,31.9,0.0,23.5,239,642,495,734,41.9,61.2,1004.2,240,1.1,40
2018-11-25T15:00:00Z,2018-11-25T14:00:00Z,PT60M,31.8,0.0,22.9,210,562,353,563,42.3,59.4,1003.4,227,1.3,51
2018-11-25T16:00:00Z,2018-11-25T15:00:00Z,PT60M,31.3,1.0,22.9,157,438,196,353,42.4,61.0,1003.2,217,1.7,64
2018-11-25T17:00:00Z,2018-11-25T16:00:00Z,PT60M,30.4,17.1,23.4,104,21,4,108,42.4,66.5,1003.6,211,2.3,78
2018-11-25T18:00:00Z,2018-11-25T17:00:00Z,PT60M,29.5,0.1,24.0,7,9,1,8,42.4,72.5,1004.0,207,2.8,92
2018-11-25T19:00:00Z,2018-11-25T18:00:00Z,PT60M,28.7,0.0,24.3,0,0,0,0,42.1,77.2,1004.5,205,3.1,106
2018-11-25T20:00:00Z,2018-11-25T19:00:00Z,PT60M,28.1,0.0,24.4,0,0,0,0,41.5,80.5,1005.3,204,3.2,120
2018-11-25T21:00:00Z,2018-11-25T20:00:00Z,PT60M,27.5,0.0,24.5,0,0,0,0,40.9,83.9,1006.0,203,3.2,133
2018-11-25T22:00:00Z,2018-11-25T21:00:00Z,PT60M,27.3,0.0,24.8,0,0,0,0,40.3,86.3,1006.4,206,3.1,147
2018-11-25T23:00:00Z,2018-11-25T22:00:00Z,PT60M,27.5,0.0,25.3,0,0,0,0,39.7,87.5,1006.4,216,2.8,159
2018-11-26T00:00:00Z,2018-11-25T23:00:00Z,PT60M,27.7,0.0,25.7,0,0,0,0,39.0,88.8,1006.4,227,2.7,165
2018-11-26T01:00:00Z,2018-11-26T00:00:00Z,PT60M,27.4,0.0,25.6,0,0,0,0,38.5,89.5,1006.2,234,2.5,160
2018-11-26T02:00:00Z,2018-11-26T01:00:00Z,PT60M,26.8,0.0,24.9,0,0,0,0,38.0,89.6,1005.9,237,2.2,148
2018-11-26T03:00:00Z,2018-11-26T02:00:00Z,PT60M,26.1,0.0,24.2,0,0,0,0,37.5,89.7,1005.5,241,1.9,135
2018-11-26T04:00:00Z,2018-11-26T03:00:00Z,PT60M,25.5,0.0,23.9,0,0,0,0,36.9,90.4,1005.4,244,1.8,121
2018-11-26T05:00:00Z,2018-11-26T04:00:00Z,PT60M,25.2,0.0,23.7,0,0,0,0,36.1,91.8,1005.5,245,1.8,107
2018-11-26T06:00:00Z,2018-11-26T05:00:00Z,PT60M,24.8,0.0,23.6,4,3,0,4,35.2,93.2,1005.6,245,1.9,93
2018-11-26T07:00:00Z,2018-11-26T06:00:00Z,PT60M,25.3,28.9,23.6,67,38,9,76,34.6,90.5,1005.7,243,1.8,79
2018-11-26T08:00:00Z,2018-11-26T07:00:00Z,PT60M,26.5,3.3,23.7,171,332,142,313,34.1,84.2,1005.9,237,1.6,66
2018-11-26T09:00:00Z,2018-11-26T08:00:00Z,PT60M,27.8,23.7,23.7,336,132,77,413,33.6,78.4,1006.1,229,1.5,53
